#  Parameters: 
#  beta0=-6.000000e+00 
#  sp=1.000000e+36 
#  sM=1.000000e+04 
#  psur=1.000000e+30 
#  rhocen=1.000000e+02 
#  mtb=1.660000e-27 
#  nt0=1.000000e+44 
#  Gamma=2.340000e+00 
#  kns=1.950000e-02 
#  Columns: 
#  mA/solar_mass, alpha0, alphaA_true, alphaA_check, betaA, kA.
1.551523092915474411e+00, -1.095420207569514309e-05, -3.091383637950121527e-02, -7.084905175054009305e+02, 1.031106119828610668e+00, -1.608722501144192449e+02
1.557309070927327621e+00, -1.095597330344404182e-05, -3.017375906794111939e-02, -7.058582141774627416e+02, 1.031106119828610668e+00, -1.604673336170894231e+02
1.563095850993254432e+00, -1.095818188069829469e-05, -2.961616708178538282e-02, -6.790296214973220685e+02, 9.947829361919370283e-01, -1.539144993328521878e+02
1.568882892702859300e+00, -1.096053312879811703e-05, -2.911810491185538169e-02, -6.445285318447333793e+02, 9.466105123939874133e-01, -1.453932876249922117e+02
1.574669934412463501e+00, -1.096288437689794108e-05, -2.862004274192537015e-02, -6.102810769517976723e+02, 8.984380885960405738e-01, -1.369146443445007151e+02
1.580456976122068369e+00, -1.096523562499776681e-05, -2.812198057199536208e-02, -5.762844701574961164e+02, 8.502656647980927351e-01, -1.284782517756623008e+02
1.586244017831672570e+00, -1.096758687309758916e-05, -2.762391840206535054e-02, -5.425359654870690065e+02, 8.020932410001460067e-01, -1.200837945382209853e+02
1.592031059541277216e+00, -1.096993812119741320e-05, -2.712585623213534247e-02, -5.090328568908258831e+02, 7.539208172021978349e-01, -1.117309606208064281e+02
1.597818101205904506e+00, -1.097237464082552306e-05, -2.662781996419474190e-02, -4.757738059781131597e+02, 7.057432376871215496e-01, -1.033999641967897105e+02
1.603605142782416504e+00, -1.097497821554304999e-05, -2.612983444073174732e-02, -4.427574395343719971e+02, 6.575555576284883852e-01, -9.507200913712628676e+01
1.609392184358928723e+00, -1.097758179026057862e-05, -2.563184891726874581e-02, -4.099785553260851998e+02, 6.093678775698531114e-01, -8.678504280719882047e+01
1.615179225935440943e+00, -1.098018536497810725e-05, -2.513386339380573736e-02, -3.774346002822888408e+02, 5.611801975112172824e-01, -7.853876342678682931e+01
1.620966267511952719e+00, -1.098278893969563757e-05, -2.463587787034272891e-02, -3.451230577828561081e+02, 5.129925174525820086e-01, -7.033287223746390282e+01
1.626755331996597942e+00, -1.098651627400431746e-05, -2.459815820753830790e-02, -3.123549872661718609e+02, 4.648035931426759970e-01, -6.198562785610806714e+01
1.632544500813265298e+00, -1.099056653292756672e-05, -2.458428957736307624e-02, -2.797880929775438972e+02, 4.165986736050313888e-01, -5.360846208084201692e+01
1.638333669629932876e+00, -1.099461679185081259e-05, -2.457042094718784805e-02, -2.474513101039501919e+02, 3.683937540673867250e-01, -4.527202598197717975e+01
1.644122838446600010e+00, -1.099866705077406185e-05, -2.455655231701261293e-02, -2.153422083456831331e+02, 3.201888345297424499e-01, -3.697602365229516863e+01
1.649912007263266922e+00, -1.100271730969731111e-05, -2.454268368683737433e-02, -1.834583915083436239e+02, 2.719839149920975085e-01, -2.872016109161866737e+01
1.655701175798166336e+00, -1.100728971986583975e-05, -2.452897294702967648e-02, -1.518009979858096301e+02, 2.237660020887060619e-01, -2.045224073577795210e+01
1.661490344168806033e+00, -1.101216768117471851e-05, -2.451535467164174531e-02, -1.203658802844350930e+02, 1.755417626659500629e-01, -1.219878549419224001e+01
1.667279512539445507e+00, -1.101704564248359727e-05, -2.450173639625380373e-02, -8.914902163093238130e+01, 1.273175232431971726e-01, -3.984976464535360918e+00
1.673068680910084982e+00, -1.102192360379247603e-05, -2.448811812086586215e-02, -5.814815676631962305e+01, 7.909328382044115979e-02, 4.189471091777686063e+00
1.678857849018979165e+00, -1.102726584331229019e-05, -2.447463894053000452e-02, -2.736654474466936904e+01, 3.084880590344188378e-02, 1.240662776280422896e+01
1.684647174039680007e+00, -1.103316445437541824e-05, -2.449706104287014546e-02, -1.302646858418261555e+00, -1.027917825522913289e-02, 1.941927734112979920e+01
1.690437405590612840e+00, -1.103955738441437755e-05, -2.472573914425418851e-02, -1.317218643373629705e+00, -1.035249397502455669e-02, 1.965709122776548412e+01
1.696227607180780250e+00, -1.104637177733338817e-05, -2.495223440199779638e-02, -2.165250444318889578e+00, -9.991320892907187140e-03, 8.915558252959916885e+00
1.702017797866155480e+00, -1.105369191771567756e-05, -2.517805627647188779e-02, -3.304452587593498247e+00, -9.474874371450229399e-03, -5.688143801204589067e+00
1.707807988389546061e+00, -1.106130302729549120e-05, -2.540396557420506948e-02, -4.435982414042594968e+00, -8.958427849993269923e-03, -2.022206267047948813e+01
1.713598178797097971e+00, -1.106913375361484975e-05, -2.562994158248719373e-02, -5.556600649490280652e+00, -8.428702784003682877e-03, -3.473639221015113066e+01
1.719388369005319550e+00, -1.107731567175366917e-05, -2.585602264565010217e-02, -6.669245228657482372e+00, -7.897000001859331639e-03, -4.918885870013889416e+01
1.725178558982092270e+00, -1.108590243069402126e-05, -2.608222462002369318e-02, -7.774495251220501224e+00, -7.365297219715327345e-03, -6.357240885048484813e+01
1.730968748902962151e+00, -1.109459233998567095e-05, -2.630845776152527724e-02, -8.870791312359326497e+00, -6.827390709620803112e-03, -7.791207751967472461e+01
1.736758876112000749e+00, -1.110434652090087027e-05, -2.653018461160774888e-02, -9.976922596023934275e+00, -6.278448448467056735e-03, -9.249049331943211882e+01
1.742548984597714679e+00, -1.111436408582591800e-05, -2.675054734129408279e-02, -1.108163712624917352e+01, -5.729506187312966015e-03, -1.070797851987352232e+02
1.748339093006678446e+00, -1.112451951687643010e-05, -2.697095149359872088e-02, -1.217691428855199121e+01, -5.172318872108072792e-03, -1.216332258650958380e+02
1.754129201312549124e+00, -1.113486013095169817e-05, -2.719141128513833522e-02, -1.326212227583387460e+01, -4.604056725843293923e-03, -1.361620080478730870e+02
1.759919309618419803e+00, -1.114520074502696793e-05, -2.741187107667795303e-02, -1.434018957531127825e+01, -4.035794579579550685e-03, -1.506235741933512315e+02
1.765709417730081165e+00, -1.115588106291509745e-05, -2.763243232538081101e-02, -1.540587432695088310e+01, -3.447337674291536640e-03, -1.650986969342138764e+02
1.771499525829189459e+00, -1.116658333836178415e-05, -2.785300013200714062e-02, -1.646425045579839974e+01, -2.857575433040534640e-03, -1.795123389632817066e+02
1.777289601276675901e+00, -1.117774492939939167e-05, -2.807118904795516748e-02, -1.662844804295469103e+01, -2.741324597529067302e-03, -1.820092389110149043e+02
1.783079668707928667e+00, -1.118901928608649203e-05, -2.828879392722407488e-02, -1.657445167161883148e+01, -2.741324597528376882e-03, -1.815919649698499825e+02
1.788869736139181210e+00, -1.120029364277359070e-05, -2.850639880649296493e-02, -1.652080484384707404e+01, -2.741324597528376882e-03, -1.811765997818205847e+02
1.794659803570433754e+00, -1.121156799946068937e-05, -2.872400368576186885e-02, -1.646750416995095279e+01, -2.741324597528376882e-03, -1.807631306233492694e+02
1.800449871001686519e+00, -1.122284235614778804e-05, -2.894160856503076237e-02, -1.641454631571512834e+01, -2.741324597529067302e-03, -1.803515442639559581e+02
1.806239938432939063e+00, -1.123411671283488670e-05, -2.915921344429966283e-02, -1.636192798689391026e+01, -2.741324597528376882e-03, -1.799418279800631808e+02
1.812030005864191606e+00, -1.124539106952198537e-05, -2.937681832356855288e-02, -1.630964592345072361e+01, -2.741324597528722092e-03, -1.795339690520176532e+02
1.817820073295444150e+00, -1.125666542620908404e-05, -2.959442320283745681e-02, -1.625769691719917631e+01, -2.741324597528376882e-03, -1.791279549317497128e+02
1.823610140726696915e+00, -1.126793978289618440e-05, -2.981202808210635380e-02, -1.620607779169559848e+01, -2.741324597528376882e-03, -1.787237728917576760e+02
1.829400208157949459e+00, -1.127921413958328137e-05, -3.002963296137524385e-02, -1.615478541290169545e+01, -2.741324597528376882e-03, -1.783214108908744038e+02
1.835190275589202002e+00, -1.129048849627038174e-05, -3.024723784064414778e-02, -1.610381669591771114e+01, -2.741324597528722092e-03, -1.779208562094465833e+02
1.840980343020454324e+00, -1.130176285295747871e-05, -3.046484271991303783e-02, -1.605316858219396181e+01, -2.741324597528376882e-03, -1.775220971416259772e+02
1.846770410451707312e+00, -1.131303720964457738e-05, -3.068244759918194176e-02, -1.600283805424565742e+01, -2.741324597528376882e-03, -1.771251216423212611e+02
1.852560477882959633e+00, -1.132431156633167774e-05, -3.090005247845083181e-02, -1.595282213589814546e+01, -2.741324597528376882e-03, -1.767299175027058311e+02
1.858350545314212399e+00, -1.133558592301877641e-05, -3.111765735771973573e-02, -1.590311788911541591e+01, -2.741324597528376882e-03, -1.763364730130072076e+02
1.864140612745464942e+00, -1.134686027970587338e-05, -3.133526223698862578e-02, -1.585372241049977404e+01, -2.741324597528376882e-03, -1.759447763114903580e+02
1.869930680176717708e+00, -1.135813463639297544e-05, -3.155286711625752971e-02, -1.580463282181639428e+01, -2.741324597528376882e-03, -1.755548160197774337e+02
1.875720747607970029e+00, -1.136940899308007410e-05, -3.177047199552641976e-02, -1.575584630045686296e+01, -2.741324597528376882e-03, -1.751665806114522468e+02
1.881510815039222573e+00, -1.138068334976717277e-05, -3.198807687479531675e-02, -1.570736004897563376e+01, -2.741324597528376882e-03, -1.747800583845907454e+02
1.887300882470475338e+00, -1.139195770645426974e-05, -3.220568175406421374e-02, -1.565917129250100714e+01, -2.741324597529067302e-03, -1.743952383039823530e+02
1.893090949901727660e+00, -1.140323206314136841e-05, -3.242328663333311073e-02, -1.561127731565589372e+01, -2.741324597528376882e-03, -1.740121091824540258e+02
1.898881017332980647e+00, -1.141450641982846877e-05, -3.264089151260201466e-02, -1.556367541780867469e+01, -2.741324597528376882e-03, -1.736306596573247134e+02
1.904671084764232969e+00, -1.142578077651556575e-05, -3.285849639187090471e-02, -1.551636292349060220e+01, -2.741324597528376882e-03, -1.732508785257244881e+02
1.910461152195485957e+00, -1.143705513320266611e-05, -3.307610127113980864e-02, -1.546933721809869056e+01, -2.741324597528376882e-03, -1.728727556142852109e+02
1.916251219626738278e+00, -1.144832948988976478e-05, -3.329370615040869869e-02, -1.542259569373244332e+01, -2.741324597528376882e-03, -1.724962792250070720e+02
1.922041287057990822e+00, -1.145960384657686344e-05, -3.351131102967760261e-02, -1.537613578358690702e+01, -2.741324597528376882e-03, -1.721214391688251339e+02
1.927831354489243365e+00, -1.147087820326396211e-05, -3.372891590894649266e-02, -1.532995494583605378e+01, -2.741324597528376882e-03, -1.717482247693929764e+02
1.933621421920495909e+00, -1.148215255995106078e-05, -3.394652078821538271e-02, -1.528405068130449607e+01, -2.741324597528376882e-03, -1.713766253346673523e+02
1.938510061312899158e+00, -1.152492211235212952e-05, -4.001906824938020191e-02, 5.211497259786475045e-01, -1.913698059201314125e-03, 3.177858889582653745e+01
1.943329414922547294e+00, -1.157011245620188168e-05, -4.654163974162342510e-02, 5.198573039570877352e-01, -1.913698059202004762e-03, 3.150905128699766777e+01
1.151991404847352074e+00, -1.112083890379989354e-05, -1.408172078007307107e-02, 5.368653924918499569e-03, -9.611188082403642613e-03, 1.587584481200473618e+01
1.157969591679713695e+00, -1.112658081733711879e-05, -5.703109565214876941e-02, 7.661374493711416562e+02, -8.582311459769049744e-01, 1.883364508549706500e+02
1.163760106470791200e+00, -1.112730822108523463e-05, -5.732176505119294246e-02, 7.024034843951161520e+02, -7.898420815060788192e-01, 1.743622553662630423e+02
1.169550621261868706e+00, -1.112803562483335047e-05, -5.761243445023710164e-02, 6.393004702308458036e+02, -7.214530170352539962e-01, 1.604726578007690989e+02
1.175341136052946212e+00, -1.112876302858146461e-05, -5.790310384928126775e-02, 5.768190836537221458e+02, -6.530639525644271748e-01, 1.466668920166104897e+02
1.181131650844023717e+00, -1.112949043232958215e-05, -5.819377324832543386e-02, 5.149501841936298661e+02, -5.846748880936030179e-01, 1.329442013775924352e+02
1.186922165635101223e+00, -1.113021783607769630e-05, -5.848444264736959997e-02, 4.536848097320748820e+02, -5.162858236227775288e-01, 1.193038382847354342e+02
1.192712680426178729e+00, -1.113094523982581214e-05, -5.877511204641378689e-02, 3.930141721284082905e+02, -4.478967591519513181e-01, 1.057450641417651980e+02
1.198501194835411621e+00, -1.113213289223859986e-05, -5.861129889206425497e-02, 3.320289623633264000e+02, -3.795076946811258289e-01, 9.206338507454630360e+01
1.204288685107006041e+00, -1.113355617865390316e-05, -5.821480381737225568e-02, 2.711711664781446416e+02, -3.111186302103031154e-01, 7.835904455106741295e+01
1.210076175378600682e+00, -1.113497946506920816e-05, -5.781830874268023557e-02, 2.108956710914884525e+02, -2.427295657394762385e-01, 6.473594659079944336e+01
1.215863665650195102e+00, -1.113640275148451315e-05, -5.742181366798823627e-02, 1.511941586239706226e+02, -1.743405012686500277e-01, 5.119337110201384178e+01
1.221651155921789744e+00, -1.113782603789981645e-05, -5.702531859329620922e-02, 9.205846917061813883e+01, -1.059514367978259264e-01, 3.773060620446005942e+01
1.227438646193384386e+00, -1.113924932431511976e-05, -5.662882351860420299e-02, 3.348059675427020920e+01, -3.756237232699973644e-02, 2.434694840085946055e+01
1.233226136464978806e+00, -1.114067261073042475e-05, -5.623232844391219676e-02, -2.454731426324883614e+01, 3.082669214382575615e-02, 1.104170259224304118e+01
1.239013626736573448e+00, -1.114209589714572975e-05, -5.583583336922018359e-02, -8.203297270905994765e+01, 9.921575661465194262e-02, -2.185818611858493909e+00
1.244801117008168090e+00, -1.114351918356103305e-05, -5.543933829452817041e-02, -1.389839440091359961e+02, 1.676048210854767517e-01, -1.533629387978920988e+01
1.250588607279762510e+00, -1.114494246997633974e-05, -5.504284321983615724e-02, -1.954076534927658599e+02, 2.359938855563022408e-01, -2.841039482669347649e+01
1.256376097551357152e+00, -1.114636575639164304e-05, -5.464634814514414407e-02, -2.513113896479616756e+02, 3.043829500271277300e-01, -4.140878452858769521e+01
1.262163587822951571e+00, -1.114778904280694804e-05, -5.424985307045214478e-02, -3.067023072363064671e+02, 3.727720144979511652e-01, -5.433211883679462062e+01
1.267951078094545991e+00, -1.114921232922225304e-05, -5.385335799576013160e-02, -3.615874303581338154e+02, 4.411610789687766543e-01, -6.718104606179677774e+01
1.273738568366140633e+00, -1.115063561563755634e-05, -5.345686292106811843e-02, -4.159736554053184250e+02, 5.095501434396035867e-01, -7.995620678257030534e+01
1.279526058637735053e+00, -1.115205890205286133e-05, -5.306036784637609832e-02, -4.698677539819218509e+02, 5.779392079104282987e-01, -9.265823471555773949e+01
1.285313548909329695e+00, -1.115348218846816633e-05, -5.266387277168409903e-02, -5.232763756840715814e+02, 6.463282723812537878e-01, -1.052877556972080839e+02
1.291101039180924115e+00, -1.115490547488346963e-05, -5.226737769699208586e-02, -5.762060508451177157e+02, 7.147173368520793879e-01, -1.178453891775738640e+02
1.296888529452518757e+00, -1.115632876129877632e-05, -5.187088262230007268e-02, -6.286631932074188853e+02, 7.831064013229048770e-01, -1.303317467305485309e+02
1.302676019724113399e+00, -1.115775204771407962e-05, -5.147438754760806645e-02, -6.806541024860039215e+02, 8.514954657937310323e-01, -1.427474337227918397e+02
1.308463509995708041e+00, -1.115917533412938462e-05, -5.107789247291603940e-02, -7.321849669301432186e+02, 9.198845302645565214e-01, -1.550930486354233153e+02
1.314251000267302683e+00, -1.116059862054468962e-05, -5.068139739822403317e-02, -7.832618657412837138e+02, 9.882735947353813444e-01, -1.673691827517099568e+02
1.320037925417471225e+00, -1.116215193032647651e-05, -5.015650792255717250e-02, -8.136881540453300659e+02, 1.031106119828610668e+00, -1.748391160338239843e+02
1.325823903429323991e+00, -1.116392315807537524e-05, -4.941643061099709050e-02, -8.101371690198230908e+02, 1.031106119828612222e+00, -1.743497816718124795e+02
1.331609881441176979e+00, -1.116569438582427735e-05, -4.867635329943699463e-02, -8.066170427604647557e+02, 1.031106119828611556e+00, -1.738631785776101424e+02
1.337395859453030189e+00, -1.116746561357317269e-05, -4.793627598787689181e-02, -8.031273747482277940e+02, 1.031106119828610668e+00, -1.733792843702667597e+02
1.343181837464883177e+00, -1.116923684132207481e-05, -4.719619867631678900e-02, -7.996677713781821240e+02, 1.031106119828610668e+00, -1.728980761850262411e+02
1.348967815476736387e+00, -1.117100806907097353e-05, -4.645612136475668619e-02, -7.962378457835254721e+02, 1.031106119828610668e+00, -1.724195316447728601e+02
1.354753793488589597e+00, -1.117277929681987226e-05, -4.571604405319658337e-02, -7.928372177241985810e+02, 1.031106119828610668e+00, -1.719436287000409038e+02
1.360539771500442585e+00, -1.117455052456877099e-05, -4.497596674163648056e-02, -7.894655134129845919e+02, 1.031106119828610668e+00, -1.714703459758368354e+02
1.366325749512295573e+00, -1.117632175231766972e-05, -4.423588943007637775e-02, -7.861223653984070552e+02, 1.031106119828610668e+00, -1.709996614265293999e+02
1.372111727524148783e+00, -1.117809298006656844e-05, -4.349581211851627494e-02, -7.828074124332034671e+02, 1.031106119828611556e+00, -1.705315536732906594e+02
1.377897705536001993e+00, -1.117986420781546717e-05, -4.275573480695617212e-02, -7.795202993308507757e+02, 1.031106119828610668e+00, -1.700660019925925326e+02
1.383683683547854759e+00, -1.118163543556436759e-05, -4.201565749539609707e-02, -7.762606768424034271e+02, 1.031106119828611556e+00, -1.696029851771010044e+02
1.389469661559707747e+00, -1.118340666331326801e-05, -4.127558018383599425e-02, -7.730282015540951761e+02, 1.031106119828611556e+00, -1.691424828347724088e+02
1.395255639571560735e+00, -1.118517789106216674e-05, -4.053550287227589144e-02, -7.698225357250205434e+02, 1.031106119828610668e+00, -1.686844744212415321e+02
1.401041617583413945e+00, -1.118694911881106547e-05, -3.979542556071578863e-02, -7.666433472059886753e+02, 1.031106119828610668e+00, -1.682289395406303356e+02
1.406827595595267155e+00, -1.118872034655996419e-05, -3.905534824915568581e-02, -7.634903093169021986e+02, 1.031106119828610668e+00, -1.677758586391923927e+02
1.412613573607120143e+00, -1.119049157430886292e-05, -3.831527093759558300e-02, -7.603631007194699123e+02, 1.031106119828610668e+00, -1.673252114963779036e+02
1.418399551618973131e+00, -1.119226280205776165e-05, -3.757519362603548019e-02, -7.572614053259876528e+02, 1.031106119828610668e+00, -1.668769788860905408e+02
1.424185529630826341e+00, -1.119403402980666037e-05, -3.683511631447537737e-02, -7.541849121738258646e+02, 1.031106119828610668e+00, -1.664311412545837925e+02
1.429971507642679329e+00, -1.119580525755556079e-05, -3.609503900291527456e-02, -7.511333153543473600e+02, 1.031106119828611112e+00, -1.659876793680923299e+02
1.435757485654532317e+00, -1.119757648530446121e-05, -3.535496169135519950e-02, -7.481063138649785742e+02, 1.031106119828611112e+00, -1.655465746711574297e+02
1.441543463666385305e+00, -1.119934771305335994e-05, -3.461488437979508975e-02, -7.451036115576550856e+02, 1.031106119828611112e+00, -1.651078080938387700e+02
1.447329441678238737e+00, -1.120111894080225867e-05, -3.387480706823499388e-02, -7.421249170065505041e+02, 1.031106119828611112e+00, -1.646713612521714936e+02
1.453115419690091503e+00, -1.120289016855115740e-05, -3.313472975667489107e-02, -7.391699434327093741e+02, 1.031106119828611112e+00, -1.642372155715245867e+02
1.458901397701944713e+00, -1.120466139630005612e-05, -3.239465244511478825e-02, -7.362384085997994134e+02, 1.031106119828611112e+00, -1.638053533232332484e+02
1.464687375713797701e+00, -1.120643262404895485e-05, -3.165457513355468544e-02, -7.333300347443274632e+02, 1.031106119828610668e+00, -1.633757561079948459e+02
1.470473353725650689e+00, -1.120820385179785696e-05, -3.091449782199458263e-02, -7.304445484610330368e+02, 1.031106119828610668e+00, -1.629484063571350134e+02
1.476259331737503899e+00, -1.120997507954675569e-05, -3.017442051043447288e-02, -7.275816806391449063e+02, 1.031106119828610668e+00, -1.625232865019793849e+02
1.482045309749357109e+00, -1.121174630729565442e-05, -2.943434319887437700e-02, -7.247411663690456862e+02, 1.031106119828611112e+00, -1.621003791415130593e+02
1.487831287761210097e+00, -1.121351753504455314e-05, -2.869426588731427419e-02, -7.219227448601905053e+02, 1.031106119828611112e+00, -1.616796668708867060e+02
1.493617265773062863e+00, -1.121528876279345187e-05, -2.795418857575419566e-02, -7.191261593605115650e+02, 1.031106119828611556e+00, -1.612611327805603594e+02
1.499403836433391479e+00, -1.121738315393736958e-05, -2.734895211019251066e-02, -6.981243059838817544e+02, 1.004266433952106574e+00, -1.562783271049785867e+02
1.505190878142995903e+00, -1.121973440203719193e-05, -2.685088994026250259e-02, -6.628526033417055032e+02, 9.560940101541582914e-01, -1.477010329388485843e+02
1.510977919852600770e+00, -1.122208565013701597e-05, -2.635282777033249452e-02, -6.278511308508898310e+02, 9.079215863562104527e-01, -1.391677980673605930e+02
1.516764961562205194e+00, -1.122443689823684001e-05, -2.585476560040248298e-02, -5.931167948626264206e+02, 8.597491625582637242e-01, -1.306782840078687684e+02
1.522552003271809618e+00, -1.122678814633666575e-05, -2.535670343047247491e-02, -5.586465487532638008e+02, 8.115767387603158856e-01, -1.222321552227426054e+02
1.528339044981414041e+00, -1.122913939443648810e-05, -2.485864126054245990e-02, -5.244373920744421866e+02, 7.634043149623693791e-01, -1.138290799423261319e+02
1.534126086691018687e+00, -1.123149064253631214e-05, -2.436057909061245530e-02, -4.904863696333782173e+02, 7.152318911644212074e-01, -1.054687303364319746e+02
1.539913128391076746e+00, -1.123385998955879245e-05, -2.386252241839208893e-02, -4.567908565600421298e+02, 6.670583730630463837e-01, -9.714663887368217843e+01
1.545700169967588966e+00, -1.123646356427632108e-05, -2.336453689492909436e-02, -4.233513834680341006e+02, 6.188706930044128862e-01, -8.881317968118632677e+01
1.551487211544101186e+00, -1.123906713899384971e-05, -2.286655137146608591e-02, -3.901614127270868835e+02, 5.706830129457780565e-01, -8.052177115509556415e+01
1.557274253120612961e+00, -1.124167071371137833e-05, -2.236856584800307746e-02, -3.572181622987947094e+02, 5.224953328871441149e-01, -7.227209562620596728e+01
